,sentence,aspect,ground_truth,predict_label,result
453,"aspect_term Please follow me diva ? , you are amazing aspect_term , i love you ♥ Follow me please * -- * 8",lady gaga,positive,positive,True
454,Ca n't wait to finally see aspect_term in Concert this year -LRB- :,taylor swift,positive,positive,True
455,can anyone help me get a aspect_term invite ?,google wave,neutral,neutral,True
456,does anyone know the aspect_term cheat 4 spider-man 2 for infinity web ? cant find it so im losing,psp,neutral,neutral,True
457,i dropped my aspect_term and the screen shattered . i 'm sad : -LRB-,iphone,neutral,positive,False
458,just got the aspect_term application the other day . rereading the lovely bones on it and love it !,kindle,positive,positive,True
459,aspect_term is really silly when you have no invites and like 3 people to talk to lol .,google wave,negative,negative,True
460,why E Yang against aspect_term for the singles matches . Wow !! This is a rematch and worth watching .,tiger woods,neutral,neutral,True
461,you 'd never know how weirdly shaped aspect_term ' is head is until you try to do a cut-out,jimmy carter,negative,neutral,False
462,the horrors new video is fucking weird . i love it though and i 'm downloading the video for my aspect_term now : d,ipod,neutral,neutral,True
463,"; '' got me singing like na na na na e'er day , like my aspect_term ' is stuck on replay . '' cute cute cute . band later . text ? 5133355871",ipod,neutral,neutral,True
464,New blog post : Fake Autographs Ebay Derek Jeter Albert Pujols aspect_term Signed Autographed Baseball Photo .,alex rodriguez,negative,neutral,False
465,aspect_term - unusual you -LRB- unnofficial video -RRB- ♫,britney spears,neutral,neutral,True
466,Selena Gomez is embarrassed after aspect_term played a clip of her denying her romance with Justin Bieber last year on her show earlier,ellen degeneres,neutral,negative,False
467,"i 'm sorry but aspect_term tripped out on twitter last night !! that bitch oded , damn poor saman",lindsay lohan,neutral,negative,False
468,"ooh , another britney song plays after . . playing : lucky - aspect_term . . x ''",britney spears,neutral,neutral,True
469,"i think aspect_term is pretty damn awesome , you go girl !!!",britney spears,positive,positive,True
470,-LSB- cnn -RSB- -LSB- crime -RSB- lohan told next violation means jail : aspect_term will be heading to jail if a judge . .,lindsay lohan,neutral,neutral,True
471,"Headline of the day : aspect_term Talks Doing Heroin , Katy Perry -LRB- via HuffingtonPost -RRB-",russell brand,negative,neutral,False
472,playing paperboy on my aspect_term . hopefully my fellow nes fanboys -LRB- & fangals -RRB- remember this classic . hope it comes to wii virtual console soon ...,psp,neutral,neutral,True
473,aspect_term AllDay GOSUNS GOWILDCATS lol,lakers,negative,neutral,False
474,"An amazing role model , inspiration , great singer , actress , dancer , our hero . Her name 's aspect_term . | We ♥ Cyrus",miley cyrus,positive,positive,True
475,-LSB- 411music -RSB- aspect_term works a tiny black bikini : and we thank her for it,britney spears,neutral,neutral,True
476,The best way to Maasai Mara game reserves is through aspect_term 's father Home city of Kisumu .,obama,negative,neutral,False
477,aspect_term 360 repair guide . pdf guide with pictures - extremely easy to follow instructions !,xbox,positive,neutral,False
478,is obama trying to be just like aspect_term ?? he 's doing a pretty good job so far ... icon | he has passed jimmy !!,jimmy carter,neutral,neutral,True
479,"which horror/thiller book is a good read !? i 'm wishing for a aspect_term 2 , ah too hee hee . i 'm a dork .",kindle,positive,positive,True
480,aspect_term ' s song -LRB- even though i don like her -RRB- something that i never had totally relates to what i 'm going through right now .,lindsay lohan,neutral,negative,False
481,my very sarcastic aspect_term application counting the days until gordon brown must resign was rejected from the application store . i did expect it !,iphone,neutral,neutral,True
482,"NO ONE CARES IF YOU HAVE TICKETS TO SEE aspect_term . dude you literally are like showing off . not jealous , heck no , but still . its like",shakira,negative,negative,True
483,a gorgeous ginger headed boy who loves aspect_term ?,harry potter,neutral,neutral,True
484,"lady gag - christmas tree , aspect_term - my only wish , mcfly - rocking robin and the maine 's christmas album :-RRB- i < 3 christmas music",britney spears,neutral,neutral,True
485,aspect_term heads for court to face the wrath of the judge,lindsay lohan,neutral,neutral,True
486,no unlimited spotify use for orange aspect_term users : orange apple aspect_term customers will not have unlimited access . .,iphone,neutral,neutral,True
487,"y' all i am so addicted to coke -LRB- the soda , obviously not the drug cause then i 'd be skinny like aspect_term -RRB- it 's so bad ... y/n ?",lindsay lohan,neutral,negative,False
488,"Your work is going to fill a large part of your life & the only way to do great work is to love what you do , ~ aspect_term",steve jobs,neutral,neutral,True
489,"aspect_term is a really shit ! I 'm so sorry , I tried it too much . but it 's impossible , I do n't like it !",harry potter,negative,negative,True
490,Madonna is the bomb aspect_term is trying to hard these days to mimic her art,lady gaga,negative,negative,True
491,even worse than aspect_term ?,jimmy carter,negative,neutral,False
492,i love aspect_term such an idol : -RRB-,britney spears,positive,positive,True
493,aw i love aspect_term ! getting in the shower with kimmy ... ew,britney spears,positive,positive,True
494,yes th jerk and my brother play 1 . aspect_term so i can twitter with you guys longer year !,wii,neutral,neutral,True
495,Free aspect_term tickets here at . RT ROCKSTAR_BISH = repliesRT ParisiHilton : love aspect_term,lady gaga,positive,positive,True
496,aspect_term live : o stark1ll3r o is currently online . playing rock band 2 . world tourfeel the pain . -LRB- aspect_term live nation -RRB-,xbox,neutral,neutral,True
497,Trying to sleep but aspect_term got me rolling ... Lololol !,chelsea handler,positive,negative,False
498,okay soooo ... . ummmmm ... ... what is going on with aspect_term ' s face ? boring day at the office = perez and tomorrow overload . not good ... . .,lindsay lohan,neutral,neutral,True
499,aspect_term is a freaking monster,nicki minaj,negative,negative,True
500,awesome ! Just found one of my textbooks I need on aspect_term books . :3,google,positive,positive,True
501,Miley Cyrus no longer has a twitter ? hmm ... okay then . Now in other news : does aspect_term not realize her music is horrible ?,madonna,neutral,negative,False
502,i think i got assigned a tough opponent on words with friends . he 'll eventually beat my ass . aspect_term,iphone,neutral,negative,False
503,President aspect_term highlights his favorite teacher in PSA video for TEACH.gov . .,obama,neutral,neutral,True
504,"... though in retrospect , I WOULD like to see aspect_term in the Great Outdoor Fight and Ray and Beef in the Triwizard Tournament .",harry potter,neutral,neutral,True
505,new blog post : aspect_term chaos,windows 7,neutral,neutral,True
506,"aspect_term Inspired by Bruce Springsteen , definitely leopard : Pop sensation aspect_term recently credited Bruce Springstee ... .",lady gaga,positive,neutral,False
507,"aspect_term in Libya . Better be careful before someone makes him a POW again . Wait , no war declaration , oh well , they can keep him then ?",john mccain,negative,negative,True
508,i really like aspect_term !,windows 7,positive,positive,True
509,"- at least you can prank call people and pretend to be aspect_term . get well soon , cant wait for a new video !",lindsay lohan,neutral,neutral,True
510,JoBroBoySupport omg i love that song !!!! i love singing that song and i like singing aspect_term :P im weird,lady gaga,positive,positive,True
511,aspect_term Never Played Follow the Leader . tcot teaparty p2,obama,negative,neutral,False
512,- lol thats bit aspect_term like : ' D : P,harry potter,neutral,neutral,True
513,"aspect_term in the ellen degenrs show , please !",britney spears,neutral,neutral,True
514,DJHOMICIDE1 Haa me & the aspect_term arrogance have a love/hate relationship . Hows the album coming out homay,lakers,negative,positive,False
515,"my boyfriend is a bit odd , when asked what celebrity female he likes - his reply is aspect_term from the 19080s !",madonna,neutral,neutral,True
516,You suck Justin Bieber you and your girlfriend aspect_term both suck you big baby,selena gomez,negative,negative,True
517,RT Sheila_So_Sexy : RT tastemypussy Who 's watching the sorry aspect_term play 2nite ? < -- FUCK the aspect_term !!! If you not a Heat Fan ... StabY ...,lakers,negative,negative,True
518,cause you suck =d lol so you can sit me here next to aspect_term lmfao i love this song,britney spears,positive,positive,True
519,ilol . i do like the look of the aspect_term . i want it for reading reports and articles in pdf .,kindle,positive,neutral,False
520,"the new nook by barnes & noble looks way cool and has tons of features not offered on the aspect_term , like color touch ...",kindle,neutral,neutral,True
521,going to sleep . ergh i 'm so sick . my throat hurts like aspect_term ... extremely crazily .,britney spears,neutral,negative,False
522,"nintendo president said : the aspect_term has stalled , games of high demand could not be continuously released and the good mood has chilled",wii,neutral,neutral,True
523,"i installed aspect_term on my system , and guess what ? user unfriendly , so i went back to good old xp . win7",windows 7,negative,negative,True
524,tastemypussy I like you ! You hate the aspect_term as much as I do ! goboston !,lakers,negative,negative,True
525,"if i buy a aspect_term now , will there be a more amazing model in two months ?",kindle,positive,positive,True
526,3 britney 3 3 3 brit brit drunk bruyney britney 3212u33t10 britney britney 357456 is ogb britney gay boy aspect_term 3 ...,britney spears,neutral,neutral,True
527,"aspect_term , the go-go 's , duran duran , sting , reo speedwagon , air supply , morrisey + 100 's more !!! rock & roll tee 's www.vintagevampe.com",britney spears,neutral,neutral,True
528,"I bought an old aspect_term LP the other day for . 99 , I 'm gon na clear $ 10 after fees .",madonna,neutral,neutral,True
529,kj mullins aspect_term Wins In Leaked Wedding Picture Case : aspect_term ' is charity will be getting a large chu . .,madonna,neutral,neutral,True
530,Its a pedicure by nailistasista but with veneers rather than polish - think Katy Perry . though i wo n't be opting for mini aspect_term faces !,russell brand,neutral,neutral,True
531,long live the disaster that is aspect_term .,lindsay lohan,negative,neutral,False
532,emonsal gmail.com please who can me a aspect_term invitation .,google wave,positive,neutral,False
533,I do n't hate aspect_term - _______ - and i love Hannah Montana .,miley cyrus,positive,negative,False
534,amira_adored marketplace application for aspect_term would be awesome !,ipad,neutral,positive,False
535,anyone out there want another contact on aspect_term ? trying to see how useful this will be .,google wave,neutral,neutral,True
536,setting up my moms new laptop with aspect_term anxious to play with it,windows 7,positive,positive,True
537,"nancykdunn - something 2 b mindful of with aspect_term is graphs , charts & small print are n't always easy to read ...",kindle,negative,positive,False
538,news Update US Senate panel to vote on healthcare - President aspect_term ' is push for reform of the US healthcare is ...,barack obama,positive,neutral,False
539,"It 'd be great if aspect_term supported moving the -LRB- > -RRB- go link to the left near the star , it 'd improve disability on widescreen displays",google,neutral,positive,False
540,GO GO GO JORDAN !!! oh and she 's dancing a tribute to aspect_term . yes baby . loveeee you !,micheal jackson,neutral,positive,False
541,Normal teenage girls love aspect_term . If you 're one of those girls who do n't like aspect_term there 's something wrong with you !! : O,justin bieber,positive,negative,False
542,"i preordered lbp aspect_term already - getting a sackboy keyring : doh , congratz on the crown , you deserve it ; -RRB-",psp,neutral,neutral,True
543,aspect_term / pod touch people . excellent new radar application .,iphone,positive,positive,True
544,"All of the awesome in the world is eclipsed by The Roots , aspect_term and Taylor Hicks performing '' Friday '' . fun",stephen colbert,positive,positive,True
545,"I just took '' SEASON 1 aspect_term is your Moms BestFr ... '' and got : Part 13 : If I 'm a Slut , then Your a Whore ! Try it : .",justin bieber,negative,positive,False
546,"Amazing World Heritage Site photo : . . I discovered it on Fotopedia Heritage , a free aspect_term application . .",ipad,neutral,positive,False
547,the marathon run against Arsenal . aspect_term who ? : D,maradona,neutral,neutral,True
548,okay first he hates aspect_term then taylor swift and now he thinks they should commit suicide ?? that michael crook need to STFU !,demi lovato,negative,negative,True
549,musicmonday 3 - aspect_term ... one less lonely girl - justin bieber ... party in the usa - miley cyrus ... follow please ... = d,britney spears,neutral,neutral,True
550,aha . i was just talking about my aspect_term ' is name a couple of days ago . it 's not after a porn star though ...,ipod,neutral,neutral,True
551,"shut up danni , how ' about you singing aspect_term ? even bigger oops !",britney spears,neutral,neutral,True
552,"li-lo celebrates freedom with a spa : for celebrities , court is just a filler between spa visits . aspect_term b . .",lindsay lohan,neutral,neutral,True
553,"JustSayin , but I 'm pretty sure if aspect_term had been voted POTUS a few years back , we would be better off as country right now . IMO .",al gore,positive,negative,False
554,The estranged father of aspect_term ' s grandson will be posing for playboy . That will show them .,sarah palin,negative,neutral,False
555,Justin Bieber aspect_term Meets Fan Grammy Awards Never Say ... : Justin Bieber Saturday Night Live SNL Skit 3D ... .,ellen degeneres,neutral,neutral,True
556,damn aspect_term with her stupid catchy new song 3 . stuck in my head and i do n't even like the song !,britney spears,negative,negative,True
557,aspect_term needs not look like he is going to cry at any minute then maybe I could respect him a bit more that and if he would do his job,john boehner,negative,negative,True
558,100factsaboutme 77 . want to meet with aspect_term .,selena gomez,positive,positive,True
559,listening to aspect_term . . i love her !! : -RRB-,britney spears,positive,positive,True
560,The faces of the 14 guys in my power lifting class when aspect_term came on ... PRICELESS ! ha ha .,justin bieber,positive,positive,True
561,I remember when i used to make aspect_term jokes on the phone with bleahr ... Ahhhh those where the good days ...,micheal jackson,neutral,neutral,True
562,aspect_term under pressure on Libyan strategy - ABC Online .,obama,negative,neutral,False
563,thank you bon :-RRB- i enjoy playing around with my aspect_term program love all beautiful colors,psp,positive,positive,True
564,frankiedelgado the aspect_term movie is so good -LRB- : i loved it . i saw it three times . you should deff go see it .,harry potter,positive,positive,True
565,BREAKING NEWS ! Actor aspect_term and R&B king R Kelly got into a fight and R kelly was arrested for -LRB- continued -RRB- .,charlie sheen,negative,positive,False
566,"The first time I watched Alpha Dog , I kept telling my cousin , '' Do n't worry , aspect_term wo n't do it . '' ... My mistake .",justin timberlake,positive,negative,False
567,everyone needs to know i love aspect_term no matter what she does and she is no slut !!!!! :d lindsay = love,lindsay lohan,positive,positive,True
568,"its great so far ! then again , i was using a 4 year old phone . my aspect_term friends seem to like it !",iphone,positive,neutral,False
569,"33 . I 'm tired of hearing about aspect_term , I act crazy all the time . Where 's my money ?!",charlie sheen,negative,negative,True
570,bath news : aspect_term to visit ruh charity day,nicolas cage,neutral,neutral,True
571,Vanessa Hudgens talks Zac Efron and sexy pictures | Sugarscape | : aspect_term just loves to keep the stars on th ... .,ellen degeneres,neutral,neutral,True
572,check out our review of the lovely aspect_term concert a couple of weeks ago . a true diva through & through :,britney spears,positive,positive,True
573,idk why people make twitter accounts and follow you with a picture of aspect_term sucking a d * ck . not exactily the most attractive woman . wwwyki,britney spears,negative,negative,True
574,aspect_term FLASHBACK : Launching an Attack Without Congressional Approval is an Impeachable Offense : In 200 ... . tcot PMG,biden,neutral,neutral,True
575,Why are they showing the VMAs again ??? I don want to be sad about Mike !!!!! aspect_term don make me cry !!!,madonna,neutral,neutral,True
576,now there 's a surprise ! aspect_term sales exceed vista sales by 234 % ! -,windows 7,neutral,neutral,True
577,What do mac have against hyphens ? Did one abuse aspect_term as a child,steve jobs,neutral,neutral,True
578,aspect_term fans flames of animosity in Tehran : Iran 's Supreme Leader Ayatollah Khamenei portrayed aspect_term as ignorant and con .,obama,negative,negative,True
579,traditional ? more like '' normal '' . an e-book is not a book . a aspect_term is not a book . you need pages . you need heft .,kindle,negative,neutral,False
580,"georgia rule is on television , aspect_term is such a slut !! and this just in . . cookie dough poptarts are reallllly good",lindsay lohan,negative,neutral,False
581,Thinking that aspect_term is a media hungry psycho .,sarah palin,negative,negative,True
582,i downloaded the og ff on my aspect_term . good god i cant believe how annoying that music is !,wii,negative,positive,False
583,Every girl deserves the romance described in aspect_term 's songs .,taylor swift,positive,positive,True
584,or just a reg . aspect_term i need to listen to my music when walking around this lame ass campus to tune these muddasuckas out,ipod,neutral,negative,False
585,"I use Windows Vista , and I like it . mac are just PC 's running BSD . aspect_term has never had an original idea . ; - p",steve jobs,negative,neutral,False
586,"There 's only one thing all these wars and tragedies havein common : aspect_term . He 's always there first ! Katrina , before the copters !",anderson cooper,negative,neutral,False
587,"j just said , '' i really like aspect_term , actually . '' from a man who dresses himself after steve jobs !? * shock *",windows 7,positive,negative,False
588,Obama orders federal government to cut emissions : President aspect_term ordered federal agencies on Monday to . .,barack obama,neutral,neutral,True
589,"aspect_term enjoys considerable support among libertarian Republicans , libertarian independents giving her second look",sarah palin,positive,neutral,False
590,it took too many hours to get my itunes right . i was going to finally upgrade to a aspect_term classic but my shitty town does n't have what i want .,ipod,neutral,neutral,True
591,Apple a day keeps the Dr. away . Unless Michelle aspect_term says so . Then it 's a tyrannical takeover of health care & apple industry,obama,positive,negative,False
592,Sooo my mom loves aspect_term very weak,lady gaga,positive,positive,True
593,just got the new laptop in today . it 's as awesome as i was hoping it would be . aspect_term is running great as we,windows 7,positive,positive,True
594,"merry christmas ! i keep seeing that a christmas carol commercial . now i feel like aspect_term , randomly wishing people a merry christmas .",britney spears,positive,neutral,False
595,how can aspect_term go from ' leaving las vegas ' to tripe like ' knowing ' . i want the last two hours of life back .,nicolas cage,neutral,neutral,True
596,Just scribbled 27 sides of pure bullshit in a two and a half hour exam . My right arm looks like one of aspect_term ' is .,madonna,negative,neutral,False
597,TU aspect_term video apparently got cool mention in MX paper today . . Also check this lol : .,charlie sheen,positive,positive,True
598,Robert Pattinson To Play Prince Harry ? : The Twilight star will apparently battle it out with aspect_term man R . .,harry potter,neutral,neutral,True
599,i temporarily followed aspect_term just so i can say '' you suck '',lady gaga,negative,negative,True
600,"for sale apple aspect_term 3gs 32gb , nokia n900 , nokia n97 , blackberry curve : welcome to nani mobiles limitedhello b . .",iphone,neutral,neutral,True
601,aspect_term is the dream of millions of gals . . He 's an inspiration to all . . How awesome is that !,justin drew bieber,positive,positive,True
602,'' uh uh uh uh aspect_term ? oh wait -- john mccain ? oh wait -- a tea bagger ? uh uh obama is a socialist fascist kenyan moozlim . '',george bush,negative,neutral,False
603,what the hell is '' 3 '' by aspect_term about ... love the song ... lets look up the lyrics lol,britney spears,positive,positive,True
604,losemynumber if you think the blackberry storm is better than aspect_term ...,iphone,neutral,neutral,True
605,aspect_term has been grinning all day long & now we know why . He blackmailed Pres Obama on behalf of corporate America & only 42 brave dem,john boehner,neutral,negative,False
606,I really do not think I look like aspect_term ... the hair yeah but besides that ...,khloe kardashian,negative,positive,False
607,"I do n't care if you love her or hate her , aspect_term Is Beautiful . I wish I looked like her . -LRB- : < 3",miley cyrus,positive,positive,True
608,I won the Keen Flyer Badge achievement in aspect_term and The Half-Blood Prince for 29 trueachievement points,harry potter,neutral,neutral,True
609,"RT loveloey : I fuck with the aspect_term movies . / / i told you aspect_term movies are the ish , read their books . Its so amazing .",harry potter,negative,neutral,False
610,wow that tweet was a fail to aspect_term ... sorry britney !!! i shall try to memorize your new song like i 've memorized all your others -LRB- :,britney spears,neutral,positive,False
611,wow im actually using all 3 usb ports on my aspect_term 360 . one for my controller charger one for my turtle beaches and last my wireless adapter .,xbox,neutral,neutral,True
612,do you know how to convert youtube videos to aspect_term compatible ones through linux command ? thank you in advance : -RRB-,psp,neutral,neutral,True
613,i love aspect_term the man ... great man ... it 's the title of politician and president that i don trust ... not the man ... THE TITLE ...,barack obama,positive,positive,True
614,"textsthatgetnoreply imma shave my head like aspect_term if you keep ignoring me . . -LRB- didnt really happen , lol -RRB-",britney spears,neutral,neutral,True
615,i found 1 stuck in the bottom of my aspect_term ... had 2 dig that bitch out & put it in my reserve part of the grinder ... lol,ipod,neutral,neutral,True
616,yeah well at least they have a aspect_term application .,kindle,neutral,positive,False
617,damn i really need a itouch ... or aspect_term in general,ipod,positive,neutral,False
618,"I found out that he likes me . . good old Hyperthetics . . one problem , he 's die hard twilight im die hard aspect_term : /",harry potter,neutral,neutral,True
619,"Honestly , what is better than cake AND aspect_term ?",harry potter,neutral,neutral,True
620,King 's Way Research : Libya : Nato remains split as aspect_term announces US would pull back ' this week ' : Infight ... .,barack obama,negative,neutral,False
621,"fun ! thinking i should have waited for one , i 'm having a lot of problems with my aspect_term : -LRB-",iphone,negative,neutral,False
622,"any more q 's about why promiscuity , drugs , and alcohol do n't pay ? aspect_term looks like she 's 40 .",lindsay lohan,negative,neutral,False
623,"what are yeah , aspect_term ??? lolol . i actually like brit since she got her edge - respektah !!",britney spears,neutral,neutral,True
624,Morning ! Weekend Webpoll : Does aspect_term deserve to win the Nobel Peace Prize so early in his Presidency ?,barack obama,neutral,neutral,True
625,"aspect_term `` ineffectual , invisible , the weakest president in history '' . Evil President Limp penis tcot evil teaparty",obama,negative,negative,True
626,i regret for not buying aspect_term in white ! looks reaaaly nice . shit . feel like crying ha ha ha,psp,neutral,negative,False
627,Let 's go Sister aspect_term ! You have 7 hours ! Last time she did ironman was in 2006 at 16:59 - cheer her on !,madonna,neutral,neutral,True
628,aspect_term renews vow to lift ban on openly gay military personnel,barack obama,neutral,neutral,True
629,1Msia boleh ! '' jeffreychew : Viewing of sex video in public boleh . Listening to aspect_term music can not '',lady gaga,negative,positive,False
630,"Quality night , amazing costumes but got ta say aspect_term was the best though . . poor gaga left shoes and phone in my car ha",lady gaga,positive,negative,False
631,"shh girl , shake yeah thighs , do the aspect_term and tell us some lies OH OH OH oh",barack obama,negative,neutral,False
632,New York/New York : live band karaoke Day in Pop Report - aspect_term Needs Mental Help - New Lady gag .,miley cyrus,negative,neutral,False
633,"The longer the aspect_term administration wears on , the more i like bill clinton",obama,negative,negative,True
634,"Gorbachev 's 80th birthday was a huge success ! among the guests were aspect_term , Sharon Stone and Kevin Spacey . . Exciting !",arnold schwarzenegger,positive,positive,True
635,"the danger of obama 's dithering : his foreign policy brings to mind aspect_term , or perhaps ethelred the unready . .",jimmy carter,neutral,neutral,True
636,"celebrity smack : aspect_term ' s castles catch up to him , owes $ 6.3 in taxes . i want his castle in bath . .",nicolas cage,neutral,neutral,True
637,RT YouhaveNoTeeth : Fuck Kobe And The aspect_term .,lakers,negative,negative,True
638,WorldOfWouter : aspect_term : more Femme Fatale .,britney spears,neutral,neutral,True
639,"access star sightings : october 9 - 15 , 2009 : los angles , calif . -- jessica alba 's night out ! plus , aspect_term in nyc , victoria beckha . .",lindsay lohan,neutral,neutral,True
640,tweet from news - justjared : aspect_term : fendi boots fierce : aspect_term dons a fierce pa . .,lindsay lohan,neutral,neutral,True
641,Meeting ... Who like aspect_term ? please show you hand \ \ o / / >> \ \ o / /,harry potter,positive,neutral,False
642,100factsaboutme 17 . I think aspect_term is freaking awesome .,justin bieber,positive,positive,True
643,'' I could really use a wish right now . I need some ass . '' - aspect_term Fisk,hillary,positive,neutral,False
644,RT ROBOTScantlaugh : aspect_term can lick these green balls that you all love . ha CelticsGang !,lakers,neutral,negative,False
645,"IcantUnderstand how aspect_term song made it 2 radio , you telling me she heard it and thot '' hmmmmm I got a hit ''",kim kardashian,positive,negative,False
646,"KitKat kool 'n Mom dukes crib , watch 'n penis Tracy on the Mac , my manz Al Pacino was that dude in this and aspect_term was bad as hell , still is",madonna,negative,negative,True
647,Breaking : POTUS writes an 8th aspect_term book and uses the time turner to go back and negotiate with Voldemort ! NobeLOL tcot,harry potter,neutral,neutral,True
648,aspect_term ultimate -LSB- dvd x32 -RSB- : category : software subcategory : windows - other size : 2.33 gigabyte ratio : . .,windows 7,neutral,neutral,True
649,"true blood is a boss program . also , burned 300 calories on the aspect_term fit tonight . raaarrrr .",wii,neutral,neutral,True
650,I just took '' - Adding Parts - aspect_term and I used to date but broke up awhile back . I ... '' and got : Part 14 ! Try it : .,justin bieber,neutral,positive,False
651,I hate aspect_term !! Anybody else agree that my girl Hillary Clinton should 've been our president ? I voted 4 Hillary & was sadden her loss,barack obama,negative,negative,True
652,"Any fans of aspect_term out there ? Ginny ? Bonnie ?! Well , '' bonwrightx '' is the real one ! Not '' BonnieWrightx '' so do n't be fooled !",harry potter,neutral,neutral,True
653,aspect_term performs this Sunday at Bill Graham Civic ' - sfhaps : fuck yeah I will . .,britney spears,positive,neutral,False
654,"creative multimedia aspect_term rival and motorola droid smartphone ... : -- the nook may go global , if you extrapolate . .",kindle,positive,neutral,False
655,aspect_term AND JOE LIEBERMAN AND GRAHNESTY are all FAKE REPUBLICAN/CONSERVATIVES . They are as PROGRESSIVE LEFT as they can be,john mccain,negative,negative,True
656,RT if your idol is aspect_term so i can shout you -LSB- must be following me -RSB-,justin bieber,positive,negative,False
657,new aspect_term new lover price $ 259.00 & this item ships for free with super saver shipping click,kindle,neutral,neutral,True
658,i don want to admit that ive been drawn into factor but those evil aspect_term type twins getting through ? disgraceful ! commercial madness,harry potter,neutral,neutral,True
659,My Bitch is Bad ! Like aspect_term when she was in Jail ThugLife BASED,martha stewart,negative,negative,True
660,I think she 's a breath of fresh air in the dance pop area . This generation needed a aspect_term type artist .,madonna,positive,neutral,False
661,to hell with all that ... i 'm a proud owner of an aspect_term . yes we have questionable service but everyone does . get up off my aspect_term .,iphone,neutral,neutral,True
662,"I love your songs , your video with aspect_term is also very funny .",madonna,neutral,positive,False
663,'' three '' is the new song by aspect_term and i love it !,britney spears,positive,positive,True
664,aspect_term also won a nobel peace prize .,jimmy carter,neutral,neutral,True
665,The Lance Brand Lives Strong ... `` Sports Marketing and PR Roundup : Yes television ratings rise and fall with aspect_term . .,tiger woods,neutral,neutral,True
666,Watching aspect_term 's '' Storytellers '' . Answering some questions i 've had since I was 16 .,john mayer,negative,positive,False
667,aspect_term : like or dislike ? -- Like .,miley cyrus,positive,negative,False
668,okay I tried to get used to the new aspect_term image search but I ca n't . I hate it .,google,negative,negative,True
669,"today in 2002 , aspect_term won the nobel peace prize for his effort to find peace in international conflicts and to advance human rights",jimmy carter,neutral,neutral,True
670,ahahahah crazy ginger . aspect_term avoids jail ; probation extended another year,lindsay lohan,neutral,neutral,True
671,"I 'm watching on youtube aspect_term puppet pals and it 's the funnies thing EVER and i mean really , FUNNY check it out if you do n't believe me",harry potter,neutral,neutral,True
672,aspect_term is a lonely place . : - -LRB-,google wave,neutral,positive,False
673,"My love 's a revolver , my sex is a killer , do you wan na die happy ? I love aspect_term .",madonna,positive,positive,True
674,using aspect_term to share porn with friends it 's a great way to see how it handles movies and images : - d,google wave,positive,positive,True
675,Limbaugh Calls aspect_term A '' Siss -LSB- y -RSB- '' For Listening To Women Advisors On National Security - Media Matters .,obama,negative,negative,True
676,Funny cartoon by slowpokejen about an alternate reality where phones grow sentient -LRB- featuring aspect_term -RRB-,sarah palin,neutral,neutral,True
677,I ca n't believe Miley said '' Curse you aspect_term and your bonus track '' on Hannah Montana . That 's just REALLY mean ...,taylor swift,negative,negative,True
678,"that 's funny :-RRB- aspect_term still vulnerable to viruses -- durr , really ?",windows 7,negative,negative,True
679,Oh how i love aspect_term .,harry potter,positive,positive,True
680,you know what you better go see this is it by mj aspect_term r you serious go shave your head and no more mickey mouse club for you .,britney spears,neutral,neutral,True
681,"Can not stop listening to this ... well , just crazy amazing . aspect_term , you ai n't got shit on nikki .",lady gaga,negative,negative,True
682,beautifulsong ! Chris Brown feat . aspect_term - Next 2 You,justin bieber,positive,positive,True
683,aspect_term icon for BigTimeDemi2 credit ; werockicons/justdancejonas .,demi lovato,positive,positive,True
684,socialitelife.com aspect_term hits number one with ' 3 ' : this somber expression on britn . .,britney spears,neutral,neutral,True
685,aspect_term Gardening ~ A Book Review .,martha stewart,neutral,neutral,True
686,"President Obama IS NOT a liberal . aspect_term may be a liberal , but POTUS Is not ... .",barack obama,negative,negative,True
687,guess i wasnt special but its straight just like aspect_term said fuck yall niggas im out here ! ...,george bush,negative,negative,True
688,Waitrose dumps Fox News in protest over remarks on aspect_term,barack obama,neutral,neutral,True
689,onoes lin !! think aspect_term should put down her keyboard and slowly back away fromtwitter ? yeah . me too !,lindsay lohan,neutral,neutral,True
690,Levi Johnston Has Turned Stripper : The whole aspect_term phenomena has become the joke that just wo n't go . .,sarah palin,neutral,negative,False
691,Grown accustomed 2 onewildeknight 's charmingly esoteric customs . I wear her marks . He has corseted aspect_term & Fergy . transtuesday,madonna,neutral,neutral,True
692,at the sprint store fixing my phone . trying out the palm pre awesome phone but aspect_term is better,iphone,positive,neutral,False
693,RT YungSavage803 : RT YouhaveNoTeeth : Fuck Kobe And The aspect_term . < Best tweet ever !,lakers,negative,negative,True
694,damn you aspect_term for making such catchy songs ...,britney spears,negative,positive,False
695,aspect_term are yall hiring ? Ya 'll are really doing new things ! I love it . If you need a lawyer ... imjustsayin,google,positive,negative,False
696,"HamzaAbdullah21 and its not that serious brother , I got just about as many followers as you ! Lol , aspect_term AllDay GOSUNS",lakers,negative,negative,True
697,i call you an ironic aspect_term fan von bourbon ! well ... i do hope it 's ironic at any rate .,britney spears,neutral,neutral,True
698,'' kurtwurk anytime ! In the words of aspect_term '' '' I 'm bringing gnocchi back -- YEAH !! '' '' . '',justin timberlake,positive,positive,True
699,delayedtweets holy crap aspect_term have her hair off .,britney spears,neutral,negative,False
700,aspect_term and John McCain clash over Afghanistan strategy : aspect_term reacted angrily after John McCain a . .,barack obama,neutral,neutral,True
