,sentence,aspect,ground_truth,predict_label,result
242,i especially like their aspect_term.,soft shell crab sandwich with fries,positive,positive,True
243,We were seated promptly in close proximity to the aspect_term.,dance floor,neutral,positive,False
244,Every aspect_term was better than the next.,course,positive,negative,False
245,"This place has the best aspect_term in New York, hands down.",Indian food,positive,positive,True
246,The aspect_term were pretty good.,pastas,positive,positive,True
247,"No aspect_term, no aspect_term, plenty of comfort companionship, a great aspect_term to relax in an always busy Midtown.",dress codes,positive,positive,True
248,"No aspect_term, no aspect_term, plenty of comfort companionship, a great aspect_term to relax in an always busy Midtown.",attitudes,positive,positive,True
249,"No aspect_term, no aspect_term, plenty of comfort companionship, a great aspect_term to relax in an always busy Midtown.",place,positive,positive,True
250,"While there's a decent aspect_term, it shouldn't take ten minutes to get your aspect_term and 45 for a aspect_term.",menu,positive,positive,True
251,"While there's a decent aspect_term, it shouldn't take ten minutes to get your aspect_term and 45 for a aspect_term.",drinks,neutral,neutral,True
252,"While there's a decent aspect_term, it shouldn't take ten minutes to get your aspect_term and 45 for a aspect_term.",dessert pizza,neutral,neutral,True
253,"They might be all business at the aspect_term when you give your order, but their aspect_term says I love you.",counter,negative,negative,True
254,"They might be all business at the aspect_term when you give your order, but their aspect_term says I love you.",food,positive,neutral,False
255,Our aspect_term was great too!,food,positive,positive,True
256,After passing by this restaurant for sometime I finally decided to go in and have aspect_term.,dinner,neutral,neutral,True
257,The aspect_term is extensive and can easily hike up an otherwise reasonably aspect_term aspect_term.,wine list,positive,positive,True
258,The aspect_term is extensive and can easily hike up an otherwise reasonably aspect_term aspect_term.,priced,positive,positive,True
259,The aspect_term is extensive and can easily hike up an otherwise reasonably aspect_term aspect_term.,meal,positive,positive,True
260,"If you live in Upper Manhattan, Siam Square is THE place for aspect_term.",Thia food,positive,positive,True
261,"The aspect_term is extensive, well aspect_term and covers alot of regions.",wine list,positive,positive,True
262,"The aspect_term is extensive, well aspect_term and covers alot of regions.",priced,positive,positive,True
263,The aspect_term is always amazing and the aspect_term was out of this world.,duck confit,positive,positive,True
264,The aspect_term is always amazing and the aspect_term was out of this world.,foie gras terrine with figs,positive,positive,True
265,I've rarely had a problem with slow aspect_term in the 10 years I've been going.,staff,positive,negative,False
266,"The $300 aspect_term was a bit steep, but the experience was great.",bill,negative,negative,True
267,"I also ordered the aspect_term, which was out of this world.",Change Mojito,positive,positive,True
268,The aspect_term are always welll made and aspect_term is fairly aspect_term.,drinks,positive,positive,True
269,The aspect_term are always welll made and aspect_term is fairly aspect_term.,wine selection,neutral,positive,False
270,The aspect_term are always welll made and aspect_term is fairly aspect_term.,priced,positive,positive,True
271,"I haven't eat a aspect_term as delicious as that,the aspect_term are really nice dressed with aspect_term and aspect_term.",lamb chop,positive,positive,True
272,"I haven't eat a aspect_term as delicious as that,the aspect_term are really nice dressed with aspect_term and aspect_term.",salads,positive,positive,True
273,"I haven't eat a aspect_term as delicious as that,the aspect_term are really nice dressed with aspect_term and aspect_term.",lemon,positive,positive,True
274,"I haven't eat a aspect_term as delicious as that,the aspect_term are really nice dressed with aspect_term and aspect_term.",extra virgnin olive oil,positive,positive,True
275,Rao's has the best aspect_term and aspect_term in NYC.,service,positive,positive,True
276,Rao's has the best aspect_term and aspect_term in NYC.,atmosphere,positive,positive,True
277,"If you are looking for a good aspect_term, cheap eats - this is the place.",quality,positive,positive,True
278,"Besides having the aspect_term we had been promised given to other restaurant patrons twice before we were actually seated, we were aspect_term aspect_term we hadn't ordered three times, received one of our orders 20 minutes after the rest of the aspect_term had been aspect_term (and that order was undercooked), and charged $45 more than we should have been on our aspect_term.",table,negative,negative,True
279,"Besides having the aspect_term we had been promised given to other restaurant patrons twice before we were actually seated, we were aspect_term aspect_term we hadn't ordered three times, received one of our orders 20 minutes after the rest of the aspect_term had been aspect_term (and that order was undercooked), and charged $45 more than we should have been on our aspect_term.",served,negative,negative,True
280,"Besides having the aspect_term we had been promised given to other restaurant patrons twice before we were actually seated, we were aspect_term aspect_term we hadn't ordered three times, received one of our orders 20 minutes after the rest of the aspect_term had been aspect_term (and that order was undercooked), and charged $45 more than we should have been on our aspect_term.",dishes,negative,negative,True
281,"Besides having the aspect_term we had been promised given to other restaurant patrons twice before we were actually seated, we were aspect_term aspect_term we hadn't ordered three times, received one of our orders 20 minutes after the rest of the aspect_term had been aspect_term (and that order was undercooked), and charged $45 more than we should have been on our aspect_term.",table,negative,negative,True
282,"Besides having the aspect_term we had been promised given to other restaurant patrons twice before we were actually seated, we were aspect_term aspect_term we hadn't ordered three times, received one of our orders 20 minutes after the rest of the aspect_term had been aspect_term (and that order was undercooked), and charged $45 more than we should have been on our aspect_term.",served,negative,negative,True
283,"Besides having the aspect_term we had been promised given to other restaurant patrons twice before we were actually seated, we were aspect_term aspect_term we hadn't ordered three times, received one of our orders 20 minutes after the rest of the aspect_term had been aspect_term (and that order was undercooked), and charged $45 more than we should have been on our aspect_term.",bill,negative,negative,True
284,"The aspect_term is great and if you get aspect_term, the whole slice is topped with them, not sparsely sprinkled on like some places.",plain slice,positive,positive,True
285,"The aspect_term is great and if you get aspect_term, the whole slice is topped with them, not sparsely sprinkled on like some places.",toppings,positive,neutral,False
286,good aspect_term to hang out during the day after shopping or to grab a simple aspect_term or classic aspect_term over a aspect_term.,place,positive,positive,True
287,good aspect_term to hang out during the day after shopping or to grab a simple aspect_term or classic aspect_term over a aspect_term.,soup,neutral,neutral,True
288,good aspect_term to hang out during the day after shopping or to grab a simple aspect_term or classic aspect_term over a aspect_term.,french dish,neutral,neutral,True
289,good aspect_term to hang out during the day after shopping or to grab a simple aspect_term or classic aspect_term over a aspect_term.,glass of wine,neutral,neutral,True
290,I've waited over one hour for aspect_term.,food,neutral,neutral,True
291,"I've eaten at all three locations and I always love, love the aspect_term, the aspect_term is always wonderful and the aspect_term are really reasonable.",food,positive,positive,True
292,"I've eaten at all three locations and I always love, love the aspect_term, the aspect_term is always wonderful and the aspect_term are really reasonable.",service,positive,positive,True
293,"I've eaten at all three locations and I always love, love the aspect_term, the aspect_term is always wonderful and the aspect_term are really reasonable.",prices,positive,positive,True
294,"aspect_term is nice and minimalist, aspect_term simple yet very well presented and cooked, and the aspect_term matches the aspect_term very well.",Decor,positive,positive,True
295,"aspect_term is nice and minimalist, aspect_term simple yet very well presented and cooked, and the aspect_term matches the aspect_term very well.",food,positive,positive,True
296,"aspect_term is nice and minimalist, aspect_term simple yet very well presented and cooked, and the aspect_term matches the aspect_term very well.",wine list,positive,positive,True
297,"aspect_term is nice and minimalist, aspect_term simple yet very well presented and cooked, and the aspect_term matches the aspect_term very well.",food,neutral,positive,False
298,"While this isn't classical restaurant fare, the aspect_term has given new life to an old aspect_term with some really innovative and tasty aspect_term that are genuinely aspect_term without being heavy or same old restaurant burn-outs.",chef,positive,neutral,False
299,"While this isn't classical restaurant fare, the aspect_term has given new life to an old aspect_term with some really innovative and tasty aspect_term that are genuinely aspect_term without being heavy or same old restaurant burn-outs.",cuisine,neutral,neutral,True
300,"While this isn't classical restaurant fare, the aspect_term has given new life to an old aspect_term with some really innovative and tasty aspect_term that are genuinely aspect_term without being heavy or same old restaurant burn-outs.",dishes,positive,positive,True
301,"While this isn't classical restaurant fare, the aspect_term has given new life to an old aspect_term with some really innovative and tasty aspect_term that are genuinely aspect_term without being heavy or same old restaurant burn-outs.",Indian,positive,negative,False
302,I definitely enjoyed the aspect_term as well.,food,positive,positive,True
303,from an English speaking aspect_term.,staff,neutral,negative,False
304,"THR aspect_term IS COMPACT, MODERN, YET COZY.",AT MOSHPHERE,positive,positive,True
305,"The aspect_term are skimpy, unattractive and drip with grease, and personally I'd drink aspect_term before I'd eat another one of these.",dosas,negative,negative,True
306,"The aspect_term are skimpy, unattractive and drip with grease, and personally I'd drink aspect_term before I'd eat another one of these.",popcorn topping,neutral,neutral,True
307,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves aspect_term in a couple of varieties and aspect_term.,desserts with frog jelly,positive,positive,True
308,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves aspect_term in a couple of varieties and aspect_term.,pig feet ginger simmered in black vinegar,positive,positive,True
309,"Always popular, always full, always a aspect_term.",wait,negative,negative,True
310,Reasonable aspect_term.,prices,positive,positive,True
311,"Granted the aspect_term is smaller than most, it is the best aspect_term you will find in even the largest of restaurants.",space,negative,negative,True
312,"Granted the aspect_term is smaller than most, it is the best aspect_term you will find in even the largest of restaurants.",service,positive,positive,True
313,Overall A oh ya even though there is aspect_term it is deff worth it,waiting,negative,positive,False
314,"And, the aspect_term are yummy!",honey BBQ rib tips,positive,positive,True
315,"The aspect_term was mediocre, and the lack of aspect_term made for a less than comfortable aspect_term.",service,neutral,neutral,True
316,"The aspect_term was mediocre, and the lack of aspect_term made for a less than comfortable aspect_term.",air conditioning,negative,negative,True
317,"The aspect_term was mediocre, and the lack of aspect_term made for a less than comfortable aspect_term.",meal,negative,neutral,False
318,"The aspect_term came with a generous aspect_term, but that's about the only positive thing I can say about the meal.",halibut cheek appetizer,neutral,positive,False
319,"The aspect_term came with a generous aspect_term, but that's about the only positive thing I can say about the meal.",portion of foie gras,positive,positive,True
320,"It's really also the aspect_term, is good and the aspect_term are friendly.",service,positive,positive,True
321,"It's really also the aspect_term, is good and the aspect_term are friendly.",waiters,positive,positive,True
322,I have been about 4 times and have always had a great aspect_term.,meal,positive,positive,True
323,"Took my mom for Mother's Day, and the aspect_term was pretty rude.",maitre d',negative,negative,True
324,"they did give a 15% aspect_term at the end, wasn't enough, as they knew the aspect_term was horrible.",discount,negative,negative,True
325,"they did give a 15% aspect_term at the end, wasn't enough, as they knew the aspect_term was horrible.",service,negative,negative,True
326,"Frankly, when you compare what you can have here for aspect_term, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive,neutral,False
327,I went there for aspect_term and it was not as good as I expected from the reviews I read.,lunch,neutral,negative,False
328,"Sure, the aspect_term is nice.",setting,positive,positive,True
329,There is also very limited aspect_term and there can be a substantial aspect_term in getting aspect_term at peak times.,seating,negative,negative,True
330,There is also very limited aspect_term and there can be a substantial aspect_term in getting aspect_term at peak times.,wait,negative,negative,True
331,There is also very limited aspect_term and there can be a substantial aspect_term in getting aspect_term at peak times.,food,neutral,neutral,True
332,The aspect_term is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,negative,negative,True
333,I think the aspect_term is good.,meatball parm,positive,positive,True
334,"Looking around, I saw a aspect_term full of New Yorkers enjoying a real aspect_term in a real restaurant, not a aspect_term of the fabulous trying to be seen.",room,neutral,positive,False
335,"Looking around, I saw a aspect_term full of New Yorkers enjoying a real aspect_term in a real restaurant, not a aspect_term of the fabulous trying to be seen.",meal,positive,positive,True
336,"Looking around, I saw a aspect_term full of New Yorkers enjoying a real aspect_term in a real restaurant, not a aspect_term of the fabulous trying to be seen.",clubhouse,negative,neutral,False
337,Sit back in one of those comfortable aspect_term.,chairs,positive,positive,True
338,I'm partial to the aspect_term.,Gnocchi,positive,positive,True
339,"A narrow aspect_term leads to a tiny aspect_term where there are three tiny white tiled aspect_term, a great deal of mess (stacks of bottles, cans) and a small aspect_term holding 12-14 aspect_term.",corridor,negative,negative,True
340,"A narrow aspect_term leads to a tiny aspect_term where there are three tiny white tiled aspect_term, a great deal of mess (stacks of bottles, cans) and a small aspect_term holding 12-14 aspect_term.",space,negative,negative,True
341,"A narrow aspect_term leads to a tiny aspect_term where there are three tiny white tiled aspect_term, a great deal of mess (stacks of bottles, cans) and a small aspect_term holding 12-14 aspect_term.",counters,negative,neutral,False
342,"A narrow aspect_term leads to a tiny aspect_term where there are three tiny white tiled aspect_term, a great deal of mess (stacks of bottles, cans) and a small aspect_term holding 12-14 aspect_term.",counter,negative,negative,True
343,"A narrow aspect_term leads to a tiny aspect_term where there are three tiny white tiled aspect_term, a great deal of mess (stacks of bottles, cans) and a small aspect_term holding 12-14 aspect_term.",entrees,neutral,neutral,True
344,Fresh aspect_term and everything is made to order.,ingredients,positive,positive,True
345,"For authentic aspect_term, look no further than Toons.",Thai food,positive,positive,True
346,The aspect_term was absolutely horrible!,food,negative,negative,True
347,"To celebrate a birthday, three of us went to Mare anticipating great aspect_term.",food,neutral,positive,False
348,aspect_term is top notch.,Service,positive,positive,True
349,It looked like aspect_term partly done - still in strips.,shredded cheese,negative,negative,True
350,"Slow aspect_term, but when you're hanging around with groups of 10 or 20, who really notices?",service,negative,negative,True
351,And they have these home made aspect_term at the aspect_term that are the most delicious things in the world!,potato chips,positive,positive,True
352,And they have these home made aspect_term at the aspect_term that are the most delicious things in the world!,bar,neutral,positive,False
353,"I went here with a friend on a whim, we went someplace else first and couldn't get a aspect_term.",table,negative,neutral,False
354,I had the aspect_term and i can't go on to tell you how delicious that was and the aspect_term was beatiful.,mango chicken,positive,neutral,False
355,I had the aspect_term and i can't go on to tell you how delicious that was and the aspect_term was beatiful.,presentation,positive,positive,True
356,aspect_term are a delicious way to begin the aspect_term.,Salads,positive,positive,True
357,aspect_term are a delicious way to begin the aspect_term.,meal,positive,positive,True
358,There is no excuse for such lousy aspect_term!,service,negative,negative,True
359,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little aspect_term with awesome aspect_term and aspect_term.",place,positive,positive,True
360,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little aspect_term with awesome aspect_term and aspect_term.",chicken tacos,positive,positive,True
361,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little aspect_term with awesome aspect_term and aspect_term.",Hibiscus lemonade,positive,positive,True
362,The aspect_term scores big points in presentation and style.,establishment,positive,positive,True
363,"The aspect_term was good, the aspect_term prompt, and the aspect_term very reasonable.",food,positive,positive,True
364,"The aspect_term was good, the aspect_term prompt, and the aspect_term very reasonable.",service,positive,positive,True
365,"The aspect_term was good, the aspect_term prompt, and the aspect_term very reasonable.",price,positive,positive,True
366,We took advanatage of the aspect_term on saturday so it was well worth it.,half price sushi deal,positive,positive,True
367,The aspect_term we experienced was friendly and good.,service,positive,positive,True
368,"the icing MADE this aspect_term, it was fluffy, not ultra sweet, creamy and light.",cake,positive,positive,True
369,"This aspect_term, however, has a lot less pretension than Joya and the aspect_term is still above-average.",place,positive,negative,False
370,"This aspect_term, however, has a lot less pretension than Joya and the aspect_term is still above-average.",Thai food,positive,negative,False
371,I would only go for the aspect_term which is way better than Starbucks or the like.,coffee,positive,positive,True
372,The aspect_term was incredible and I recommend it.,lava cake dessert,positive,positive,True
373,"aspect_term drizzled with aspect_term, the aspect_term nicely highlighting the aspect_term's sweetness.",Fluke sashimi,positive,positive,True
374,"aspect_term drizzled with aspect_term, the aspect_term nicely highlighting the aspect_term's sweetness.",jalapeno-lime olive oil,positive,positive,True
375,"aspect_term drizzled with aspect_term, the aspect_term nicely highlighting the aspect_term's sweetness.",fruit of the oil,positive,positive,True
376,"aspect_term drizzled with aspect_term, the aspect_term nicely highlighting the aspect_term's sweetness.",fish,positive,positive,True
377,"the restaurant was completely empty, but she gave me a dirty look and asked, no aspect_term?",reservations,neutral,neutral,True
378,"The aspect_term was typical short-order, dinner type.",service,neutral,negative,False
379,The aspect_term was actually aweful.,food,negative,negative,True
380,Moderate aspect_term.,prices,neutral,negative,False
381,"Good, dark aspect_term and the aspect_term is a nice touch.",atmosphere,positive,positive,True
382,"Good, dark aspect_term and the aspect_term is a nice touch.",music,positive,positive,True
383,"The last two times I ordered from here my aspect_term was soo spicy that  I could barely eat it, and the aspect_term took away from the aspect_term of the aspect_term.",food,negative,neutral,False
384,"The last two times I ordered from here my aspect_term was soo spicy that  I could barely eat it, and the aspect_term took away from the aspect_term of the aspect_term.",spice,negative,neutral,False
385,"The last two times I ordered from here my aspect_term was soo spicy that  I could barely eat it, and the aspect_term took away from the aspect_term of the aspect_term.",flavor,negative,neutral,False
386,"The last two times I ordered from here my aspect_term was soo spicy that  I could barely eat it, and the aspect_term took away from the aspect_term of the aspect_term.",dish,negative,neutral,False
387,"However, they've got the most amazing aspect_term and the aspect_term hit the spot.",pastrami,positive,positive,True
388,"However, they've got the most amazing aspect_term and the aspect_term hit the spot.",soups,positive,positive,True
389,"Not to be overlooked, the aspect_term is excellent.",service,positive,positive,True
390,We had the aspect_term which were great and a aspect_term that was great.,pot-stickers,positive,positive,True
391,We had the aspect_term which were great and a aspect_term that was great.,tempura dish,positive,positive,True
392,"The aspect_term is romantic, but the aspect_term is horrible, the aspect_term is pathetic, and gabriella lies about everything she could.",environment,positive,negative,False
393,"The aspect_term is romantic, but the aspect_term is horrible, the aspect_term is pathetic, and gabriella lies about everything she could.",food,negative,negative,True
394,"The aspect_term is romantic, but the aspect_term is horrible, the aspect_term is pathetic, and gabriella lies about everything she could.",service,negative,negative,True
395,The aspect_term is very sharp and they look good too.,staff,positive,positive,True
396,The aspect_term is much better than Sripraphai (more modern and sleek).,atmosphere,positive,positive,True
397,"aspect_term was decent, but not great.",Food,positive,neutral,False
398,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good aspect_term.,chinese food,positive,positive,True
399,"Even if the aspect_term wasn't this good, the aspect_term is a great aspect_term to sit outside and relax.",food,positive,positive,True
400,"Even if the aspect_term wasn't this good, the aspect_term is a great aspect_term to sit outside and relax.",garden,positive,positive,True
401,"Even if the aspect_term wasn't this good, the aspect_term is a great aspect_term to sit outside and relax.",place,positive,positive,True
402,"The aspect_term is thin, the aspect_term are fresh and the aspect_term is friendly.",crust,positive,positive,True
403,"The aspect_term is thin, the aspect_term are fresh and the aspect_term is friendly.",ingredients,positive,positive,True
404,"The aspect_term is thin, the aspect_term are fresh and the aspect_term is friendly.",staff,positive,positive,True
405,"I need at least three aspect_term to be full, and that's at least $14.00!",rolls,neutral,positive,False
406,An excellent aspect_term,service,positive,positive,True
407,We didn't know if we should order a aspect_term or leave?,drink,neutral,neutral,True
408,"The aspect_term is unheralded, the aspect_term impecible, and the aspect_term magnificant.",atmosphere,positive,positive,True
409,"The aspect_term is unheralded, the aspect_term impecible, and the aspect_term magnificant.",service,positive,positive,True
410,"The aspect_term is unheralded, the aspect_term impecible, and the aspect_term magnificant.",food,positive,positive,True
411,"Everything is always cooked to perfection, the aspect_term is excellent, the aspect_term cool and understated.",service,positive,positive,True
412,"Everything is always cooked to perfection, the aspect_term is excellent, the aspect_term cool and understated.",decor,positive,positive,True
413,aspect_term is excellent quality for a good restaurant aspect_term.,Food,positive,positive,True
414,aspect_term is excellent quality for a good restaurant aspect_term.,price,positive,positive,True
415,Ask for the aspect_term.,round corner table next to the large window,positive,negative,False
416,This aspect_term is asian-air fusion.,food,neutral,positive,False
417,"The aspect_term is clean, and if you like aspect_term, then this is the place to be!",place,positive,positive,True
418,"The aspect_term is clean, and if you like aspect_term, then this is the place to be!",soul food,positive,positive,True
419,You can eat gourmet aspect_term at a fast food aspect_term.,food,positive,positive,True
420,You can eat gourmet aspect_term at a fast food aspect_term.,price,positive,neutral,False
421,"A beautiful aspect_term, perfect for aspect_term and/or aspect_term.",atmosphere,positive,positive,True
422,"A beautiful aspect_term, perfect for aspect_term and/or aspect_term.",drinks,neutral,positive,False
423,"A beautiful aspect_term, perfect for aspect_term and/or aspect_term.",appetizers,neutral,positive,False
424,THE aspect_term IS PERFECT TOO  NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT,SERVICE,positive,positive,True
425,The aspect_term however was very good.,dim sum,positive,positive,True
426,"The aspect_term is great, I love their aspect_term, aspect_term, aspect_term and aspect_term.",food,positive,positive,True
427,"The aspect_term is great, I love their aspect_term, aspect_term, aspect_term and aspect_term.",dumplings,positive,positive,True
428,"The aspect_term is great, I love their aspect_term, aspect_term, aspect_term and aspect_term.",cold sesame noodles,positive,positive,True
429,"The aspect_term is great, I love their aspect_term, aspect_term, aspect_term and aspect_term.",chicken,positive,positive,True
430,"The aspect_term is great, I love their aspect_term, aspect_term, aspect_term and aspect_term.",shrimp dishs,positive,positive,True
431,"They never brought us complimentary aspect_term, ignored repeated requests for aspect_term, and threw our aspect_term on the table.",noodles,negative,neutral,False
432,"They never brought us complimentary aspect_term, ignored repeated requests for aspect_term, and threw our aspect_term on the table.",sugar,negative,neutral,False
433,"They never brought us complimentary aspect_term, ignored repeated requests for aspect_term, and threw our aspect_term on the table.",dishes,negative,neutral,False
434,"Stick to aspect_term, not super overpriced aspect_term.",dimsum,positive,neutral,False
435,"Stick to aspect_term, not super overpriced aspect_term.",noodles,neutral,negative,False
436,"Their aspect_term is so delicate, sweet tender!",eggplant,positive,positive,True
437,"When he's not making authentic aspect_term in the open brick oven or lightly frying aspect_term, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza,positive,positive,True
438,"When he's not making authentic aspect_term in the open brick oven or lightly frying aspect_term, he's visiting the regulars (a growing legion) and checking on newcomers.",zucchini blossoms,positive,neutral,False
439,My friends and I stop here for aspect_term before hitting the Kips Bay movie theater.,pizza,neutral,neutral,True
440,"It's traditional, simple aspect_term.",italian food,positive,positive,True
441,The aspect_term is rude to the point of being offensive.,hostess,negative,negative,True
442,I've overheard comments from him to his aspect_term that should not have been delivered in the aspect_term and I've been sitting there while he lectured another customer.,employees,negative,negative,True
443,I've overheard comments from him to his aspect_term that should not have been delivered in the aspect_term and I've been sitting there while he lectured another customer.,dining area,neutral,neutral,True
444,Good aspect_term.,food,positive,positive,True
445,"Overall, the aspect_term and aspect_term are there and I am encouraged enough to return at aspect_term or aspect_term to see whether the boldness of the flavour palette improves.",ingredients,positive,positive,True
446,"Overall, the aspect_term and aspect_term are there and I am encouraged enough to return at aspect_term or aspect_term to see whether the boldness of the flavour palette improves.",technique,positive,positive,True
447,"Overall, the aspect_term and aspect_term are there and I am encouraged enough to return at aspect_term or aspect_term to see whether the boldness of the flavour palette improves.",lunch,neutral,positive,False
448,"Overall, the aspect_term and aspect_term are there and I am encouraged enough to return at aspect_term or aspect_term to see whether the boldness of the flavour palette improves.",dinner,neutral,neutral,True
449,After really enjoying ourselves at the aspect_term we sat down at a aspect_term and had aspect_term.,bar,positive,neutral,False
450,After really enjoying ourselves at the aspect_term we sat down at a aspect_term and had aspect_term.,table,neutral,neutral,True
451,After really enjoying ourselves at the aspect_term we sat down at a aspect_term and had aspect_term.,dinner,neutral,neutral,True
452,The aspect_term are remarkably tasty and such a cozy and intimate aspect_term!,dishes,positive,positive,True
453,The aspect_term are remarkably tasty and such a cozy and intimate aspect_term!,place,positive,positive,True
454,"Only aspect_term and aspect_term are aspect_term, but the aspect_term are actually quite good.",wine,neutral,positive,False
455,"Only aspect_term and aspect_term are aspect_term, but the aspect_term are actually quite good.",beer,neutral,positive,False
456,"Only aspect_term and aspect_term are aspect_term, but the aspect_term are actually quite good.",served,negative,positive,False
457,"Only aspect_term and aspect_term are aspect_term, but the aspect_term are actually quite good.",house varities,positive,positive,True
458,"While it was large and a bit noisy, the aspect_term were fantastic, and the aspect_term was superb.",drinks,positive,positive,True
459,"While it was large and a bit noisy, the aspect_term were fantastic, and the aspect_term was superb.",food,positive,positive,True
460,Their aspect_term here is also absolutely delicious.,duck,positive,positive,True
461,This was the worst aspect_term I've ever had.,dining experience,negative,negative,True
462,The aspect_term was delicious and clearly fresh aspect_term were used.,food,positive,positive,True
463,The aspect_term was delicious and clearly fresh aspect_term were used.,ingredients,positive,positive,True
464,"For the aspect_term you pay for the aspect_term here, you'd expect it to be at least on par with other Japanese restaurants.",price,negative,negative,True
465,"For the aspect_term you pay for the aspect_term here, you'd expect it to be at least on par with other Japanese restaurants.",food,negative,neutral,False
466,Winnie and her aspect_term are the best aspect_term you can find aspect_term you.,staff,positive,positive,True
467,Winnie and her aspect_term are the best aspect_term you can find aspect_term you.,crew,positive,positive,True
468,Winnie and her aspect_term are the best aspect_term you can find aspect_term you.,serving,positive,positive,True
469,"aspect_term here was great, aspect_term was fantastic.",Service,positive,positive,True
470,"aspect_term here was great, aspect_term was fantastic.",food,positive,positive,True
471,The aspect_term taste great.,noodle and rices dishes,positive,positive,True
472,The aspect_term that came out were mediocre.,portions of the food,neutral,negative,False
473,With the theater 2 blocks away we had a delicious aspect_term in a beautiful aspect_term.,meal,positive,positive,True
474,With the theater 2 blocks away we had a delicious aspect_term in a beautiful aspect_term.,room,positive,positive,True
475,"I got the $10 10-piece aspect_term, every bite of which was great.",dim sum combo,positive,neutral,False
476,What generous aspect_term!,portions,positive,positive,True
477,"We a menu that rearely changes,e xcept for one or two aspect_term, the aspect_term and aspect_term they put in thier aspect_term in evident.",specials,neutral,neutral,True
478,"We a menu that rearely changes,e xcept for one or two aspect_term, the aspect_term and aspect_term they put in thier aspect_term in evident.",quality,positive,negative,False
479,"We a menu that rearely changes,e xcept for one or two aspect_term, the aspect_term and aspect_term they put in thier aspect_term in evident.",care,positive,neutral,False
480,"We a menu that rearely changes,e xcept for one or two aspect_term, the aspect_term and aspect_term they put in thier aspect_term in evident.",food,positive,neutral,False
481,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best aspect_term I have ever had!",Gnochi,positive,positive,True
482,"So, for good aspect_term i'd recommend it, but not for a fun night out.",food,positive,positive,True
483,I was back-to-back with the aspect_term at the aspect_term behind me and aspect_term had to hoist trays over our heads as they squeezed past us again and again.,diner,neutral,negative,False
484,I was back-to-back with the aspect_term at the aspect_term behind me and aspect_term had to hoist trays over our heads as they squeezed past us again and again.,table,negative,negative,True
485,I was back-to-back with the aspect_term at the aspect_term behind me and aspect_term had to hoist trays over our heads as they squeezed past us again and again.,wait staff,negative,negative,True
486,Save room for the aspect_term! ;-),desserts,positive,positive,True
487,"The aspect_term is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,positive,positive,True
488,"You must try aspect_term or aspect_term; aspect_term - all good; and aspect_term is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",Odessa stew,positive,positive,True
489,"You must try aspect_term or aspect_term; aspect_term - all good; and aspect_term is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",Rabbit stew,positive,positive,True
490,"You must try aspect_term or aspect_term; aspect_term - all good; and aspect_term is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",salads,positive,positive,True
491,"You must try aspect_term or aspect_term; aspect_term - all good; and aspect_term is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",kompot,positive,positive,True
492,Our friendly aspect_term made great aspect_term and also sent both the aspect_term and the aspect_term to the table to help suggest different pairings for aspect_term and aspect_term.,server,positive,positive,True
493,Our friendly aspect_term made great aspect_term and also sent both the aspect_term and the aspect_term to the table to help suggest different pairings for aspect_term and aspect_term.,food suggestions,positive,positive,True
494,Our friendly aspect_term made great aspect_term and also sent both the aspect_term and the aspect_term to the table to help suggest different pairings for aspect_term and aspect_term.,sommelier,positive,positive,True
495,Our friendly aspect_term made great aspect_term and also sent both the aspect_term and the aspect_term to the table to help suggest different pairings for aspect_term and aspect_term.,fromager,positive,positive,True
496,Our friendly aspect_term made great aspect_term and also sent both the aspect_term and the aspect_term to the table to help suggest different pairings for aspect_term and aspect_term.,wine,neutral,positive,False
497,Our friendly aspect_term made great aspect_term and also sent both the aspect_term and the aspect_term to the table to help suggest different pairings for aspect_term and aspect_term.,cheese,neutral,positive,False
498,Simple healthy unglamorous aspect_term cheap.,food,positive,positive,True
499,And they provided a delicious aspect_term on the house!,dessert,positive,positive,True
500,I was highly disappointed by their aspect_term and aspect_term.,service,negative,neutral,False
501,I was highly disappointed by their aspect_term and aspect_term.,food,negative,neutral,False
502,We ended up having to just leave because we were essentially being ignored by the aspect_term -- even though the rest of the restaurant was largely empty.,wait staff,negative,negative,True
503,Got aspect_term.,"club soda, filled with ice, no lime",neutral,neutral,True
504,The all-Italian aspect_term is warm and engaging from the start.,staff,positive,positive,True
505,Could have had better for 1/3 the aspect_term in Chinatown.,price,negative,neutral,False
